label,epoch,train_loss,train_acc,val_loss,val_acc,f1_score
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,1,4.748310057322184,0.010622222222222222,4.7095659126281735,0.0104,0.008452927147725142
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,2,4.750054793887668,0.0106,4.707008121490478,0.0094,0.007954928210243599
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,3,4.748815305582682,0.010733333333333333,4.706514315032959,0.01,0.008001170302477816
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,4,4.74553489634196,0.010511111111111112,4.70699810256958,0.0094,0.007909882575202884
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,5,4.746894081285265,0.011555555555555555,4.709924038696289,0.0086,0.006916361671467149
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,6,4.74913134121365,0.010844444444444445,4.709121867370605,0.0092,0.0075937795557068895
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,7,4.750422613355848,0.010177777777777779,4.707026860809326,0.0102,0.008270874287849927
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,8,4.748368366665311,0.011066666666666667,4.707696753692627,0.0104,0.007975685626743181
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,9,4.7492874401516385,0.010844444444444445,4.707095586395264,0.011,0.007759722532995053
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,10,4.749033206091987,0.010511111111111112,4.706309135437012,0.0094,0.007881822226601021
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,11,4.747484454600016,0.010844444444444445,4.706276776123047,0.0104,0.007958390320673907
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,12,4.74919706793891,0.0102,4.708492275238037,0.0102,0.007984963695534525
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,13,4.744952990637885,0.01151111111111111,4.706011961364746,0.01,0.007385115119265734
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,14,4.747339971754286,0.010377777777777777,4.706683480072021,0.0106,0.008636825696142974
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,15,4.749003481547038,0.010977777777777777,4.7048187217712405,0.0104,0.008383431767241592
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,16,4.746746601952447,0.011222222222222222,4.7036300476074215,0.0096,0.008878298051529145
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,17,4.746169715203179,0.010911111111111111,4.708334379577637,0.0094,0.0076133221963986895
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,18,4.745210358174642,0.0114,4.707957323455811,0.0112,0.008925399908615551
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,19,4.74841036207411,0.010577777777777778,4.707356435394287,0.009,0.007409624619901059
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,20,4.748159913974338,0.010266666666666667,4.7073845825195315,0.0096,0.007404304219150489
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,21,4.745842947642008,0.010733333333333333,4.706441128540039,0.0108,0.008575517889266367
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,22,4.7470409038119845,0.010911111111111111,4.708393417358399,0.0114,0.009321604158366711
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,23,4.748845043775771,0.010177777777777779,4.707467693328858,0.0108,0.008848805869661304
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,24,4.745853417883979,0.011044444444444445,4.703747299194336,0.0096,0.008175907529472481
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,25,4.746563464779324,0.010355555555555555,4.704877728271485,0.0092,0.008052340477233999
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,26,4.748153942192926,0.011266666666666666,4.706718746185302,0.0098,0.00773281629911621
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,27,4.750037126837836,0.01168888888888889,4.70928324432373,0.0106,0.008888362428149577
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,28,4.749237358686659,0.01071111111111111,4.706409930419922,0.0098,0.0077525044837799895
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,29,4.747846099683973,0.011111111111111112,4.708705836486817,0.0088,0.006784978026416643
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,30,4.747860592142741,0.01151111111111111,4.707626111602783,0.0096,0.007364064499669709
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,1,4.620133451504177,0.02168888888888889,4.429988403320312,0.0558,0.04847675268644936
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,2,4.098473861143324,0.15135555555555555,3.540156912612915,0.3474,0.3210146783991588
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,3,2.947145349036323,0.4318444444444444,2.2311838050842283,0.5998,0.5810793339370535
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,4,2.0913415266248916,0.6103333333333333,1.7387921354293823,0.7052,0.6949706098884668
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,5,1.7493506912231445,0.6973555555555555,1.5521930267333985,0.7536,0.7463145420193698
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,6,1.568535265774197,0.7537555555555555,1.4638837633132935,0.7806,0.7730671309574436
